LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,good_credit
100000.0,Male,University,Married,42,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,100699.0,94528.0,89010.0,81545.0,75592.0,68715.0,3368.0,3995.0,2800.0,3267.0,2919.0,334.0,0
100000.0,Female,University,Married,30,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,736.0,1237.0,40476.0,41408.0,36362.0,34213.0,1237.0,43757.0,2005.0,1500.0,2000.0,2000.0,1
20000.0,Male,Graduate_school,Married,49,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1044.0,0.0,5596.0,0.0,0.0,0.0,0.0,5596.0,0.0,0.0,0.0,0.0,1
360000.0,Female,University,Single,35,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,0.0,22190.0,21416.0,6854.0,357.0,0.0,22190.0,21416.0,1545.0,357.0,357.0,1
180000.0,Male,Graduate_school,Single,27,Pay_duly,Pay_duly,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,11392.0,14688.0,14040.0,13440.0,13440.0,13080.0,3500.0,0.0,0.0,0.0,0.0,0.0,0
550000.0,Female,Graduate_school,Single,35,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,83707.0,49676.0,49196.0,37784.0,35317.0,7433.0,3023.0,5070.0,3017.0,7148.0,2037.0,14243.0,1
160000.0,Female,Graduate_school,Single,30,Pay_duly,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,6548.0,3200.0,0.0,4775.0,456.0,0.0,7.0,0.0,4775.0,456.0,0.0,0.0,1
210000.0,Male,University,Married,38,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,196426.0,194724.0,193397.0,195027.0,199236.0,203241.0,8405.0,8495.0,7800.0,7378.0,7800.0,6900.0,0
200000.0,Female,Graduate_school,Single,37,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,21111.0,25562.0,8603.0,28692.0,29019.0,43308.0,5000.0,5000.0,20089.0,30000.0,15093.0,15051.0,1
200000.0,Female,University,Single,25,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,22701.0,7940.0,9855.0,24091.0,24583.0,7354.0,0.0,10145.0,24091.0,492.0,7354.0,9694.0,1
200000.0,Female,University,Married,30,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,42488.0,0.0,0.0,0.0,7637.0,21186.0,0.0,0.0,0.0,7637.0,21186.0,0.0,1
30000.0,Female,University,Married,42,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,47912.0,25023.0,25768.0,26410.0,27960.0,46254.0,1755.0,1500.0,1000.0,1909.0,1000.0,2000.0,1
160000.0,Male,Graduate_school,Single,30,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,11170.0,6393.0,11845.0,5431.0,6683.0,22285.0,1007.0,11907.0,5437.0,6693.0,22296.0,23500.0,1
200000.0,Female,Graduate_school,Single,25,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1698.0,2751.0,3665.0,4665.0,6665.0,150.0,1086.0,1000.0,1000.0,2000.0,150.0,776.0,1
50000.0,Male,University,Single,22,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,49334.0,48237.0,49496.0,10353.0,4337.0,15017.0,5000.0,2510.0,10371.0,16533.0,11017.0,698.0,0
50000.0,Female,University,Single,56,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,48316.0,34161.0,33751.0,22467.0,19927.0,20352.0,1700.0,1760.0,898.0,864.0,900.0,998.0,1
300000.0,Female,High_school,Married,41,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,1018.0,685.0,1144.0,0.0,67.0,1018.0,687.0,1144.0,0.0,67.0,0.0,1
20000.0,Female,University,Married,24,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,10361.0,19566.0,8746.0,3355.0,7143.0,1288.0,10000.0,1390.0,3355.0,7143.0,1288.0,0.0,1
20000.0,Male,University,Single,22,Pay_duly,Pay_duly,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,18743.0,19879.0,18872.0,21178.0,20329.0,20853.0,3000.0,0.0,3000.0,0.0,1000.0,400.0,1
10000.0,Male,Others,Single,35,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,10281.0,9949.0,8838.0,8838.0,0.0,0.0,25.0,4000.0,0.0,1000.0,0.0,0.0,1
460000.0,Male,Graduate_school,Married,44,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1762.0,3152.0,531.0,522.0,4434.0,9767.0,3152.0,531.0,500.0,4434.0,9767.0,0.0,1
80000.0,Female,High_school,Married,54,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,76752.0,77528.0,68966.0,63972.0,50072.0,51239.0,3768.0,3009.0,2009.0,1818.0,2000.0,6000.0,1
30000.0,Female,University,Others,54,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,0.0,0.0,0.0,20363.0,20819.0,0.0,0.0,0.0,20363.0,784.0,4000.0,1
230000.0,Female,University,Single,28,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,7865.0,12377.0,12543.0,13713.0,17960.0,650.0,5000.0,2000.0,1500.0,5000.0,650.0,0.0,1
110000.0,Female,University,Married,33,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,87514.0,75394.0,82627.0,57533.0,59289.0,60828.0,4000.0,10090.0,2100.0,3000.0,3000.0,3000.0,0
200000.0,Male,University,Married,57,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,780.0,0.0,780.0,390.0,0.0,390.0,0.0,780.0,390.0,0.0,390.0,390.0,1
200000.0,Male,Graduate_school,Married,40,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,-7.0,1765.0,5074.0,19268.0,5606.0,2534.0,1772.0,5099.0,19364.0,5634.0,2547.0,33300.0,1
30000.0,Male,Graduate_school,Single,45,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,27990.0,27632.0,27992.0,16065.0,930.0,780.0,1850.0,4700.0,1000.0,930.0,0.0,0.0,1
130000.0,Male,High_school,Married,38,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,6360.0,5375.0,5476.0,6931.0,99416.0,99702.0,1088.0,1189.0,2646.0,104590.0,3358.0,3314.0,1
90000.0,Female,Graduate_school,Single,28,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,38355.0,39413.0,41181.0,41701.0,44000.0,45651.0,1700.0,2404.0,1500.0,3000.0,2500.0,600.0,1
150000.0,Female,University,Married,27,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
200000.0,Male,Graduate_school,Married,44,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,3983.0,4884.0,3165.0,0.0,0.0,0.0,4884.0,3165.0,0.0,0.0,0.0,0.0,1
260000.0,Male,Graduate_school,Married,53,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,0.0,990.0,0.0,1930.0,4304.0,150.0,990.0,0.0,1930.0,4304.0,0.0,150.0,0
110000.0,Female,University,Single,25,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,38152.0,39214.0,39981.0,41312.0,42028.0,42899.0,2000.0,1700.0,2000.0,1700.0,1700.0,2300.0,1
210000.0,Male,Graduate_school,Married,30,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,129890.0,135229.0,106382.0,79423.0,78981.0,81884.0,12112.0,4513.0,3400.0,5000.0,5000.0,10000.0,1
80000.0,Male,University,Single,31,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,Pay_delay>=1,50244.0,51243.0,52319.0,58245.0,56728.0,55691.0,1835.0,1903.0,6800.0,0.0,0.0,2100.0,1
220000.0,Male,Others,Married,37,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,44253.0,1966.0,6189.0,1850.0,6938.0,5034.0,1966.0,6203.0,1850.0,6938.0,101.0,2932.0,1
200000.0,Male,Graduate_school,Single,26,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,-4.0,909.0,6737.0,6012.0,5167.0,3132.0,913.0,6737.0,6031.0,5167.0,3132.0,2290.0,1
70000.0,Female,High_school,Married,59,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,68766.0,70772.0,71622.0,68443.0,72210.0,70267.0,3700.0,2604.0,0.0,5001.0,9.0,2603.0,0
380000.0,Male,Graduate_school,Married,46,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,88069.0,90418.0,88327.0,92492.0,94617.0,96579.0,4400.0,0.0,6300.0,3500.0,3400.0,0.0,0
50000.0,Male,Graduate_school,Single,50,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,22551.0,18975.0,18830.0,19425.0,19414.0,19427.0,1296.0,1318.0,1303.0,682.0,703.0,696.0,1
50000.0,Male,High_school,Married,48,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,11839.0,13240.0,14015.0,14293.0,14763.0,14968.0,1600.0,1300.0,511.0,700.0,600.0,800.0,0
120000.0,Female,Graduate_school,Single,28,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,50477.0,52632.0,55282.0,56878.0,57948.0,59179.0,3500.0,4000.0,3500.0,2500.0,2200.0,2200.0,0
190000.0,Male,High_school,Single,26,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,Pay_duly,Pay_duly,124896.0,100078.0,102801.0,98753.0,98727.0,99484.0,4633.0,8858.0,12.0,3588.0,3543.0,3700.0,1
30000.0,Male,University,Single,22,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,26061.0,25349.0,27826.0,27080.0,30525.0,29764.0,0.0,3200.0,0.0,3900.0,0.0,0.0,0
200000.0,Female,University,Married,34,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,2500.0,9814.0,0.0,4379.0,1699.0,0.0,9814.0,0.0,4379.0,0.0,0.0,0.0,0
440000.0,Female,University,Married,32,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,339410.0,324469.0,324109.0,287932.0,287892.0,276902.0,11500.0,11129.0,10300.0,11098.0,11200.0,12000.0,1
480000.0,Male,Graduate_school,Single,49,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,456668.0,424843.0,325772.0,320760.0,325841.0,331602.0,14706.0,15377.0,10481.0,11003.0,11303.0,11329.0,1
200000.0,Male,High_school,Single,27,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,4484.0,192047.0,191248.0,191678.0,182676.0,181568.0,195316.0,7019.0,7493.0,5275.0,5786.0,20031.0,1
150000.0,Female,High_school,Married,46,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,38985.0,36466.0,31907.0,33300.0,34681.0,36060.0,10107.0,20000.0,10000.0,10000.0,10000.0,10000.0,1
140000.0,Female,University,Married,28,Pay_duly,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1953.0,1366.0,464.0,337.0,548.0,395.0,0.0,464.0,337.0,548.0,395.0,681.0,0
50000.0,Male,High_school,Single,26,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,50632.0,49654.0,49746.0,50365.0,35157.0,19796.0,1808.0,2084.0,1703.0,975.0,683.0,657.0,1
170000.0,Female,University,Single,26,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,30005.0,30621.0,30308.0,30163.0,29999.0,29973.0,1842.0,1708.0,1163.0,1199.0,1173.0,952.0,1
50000.0,Female,University,Single,24,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,2568.0,3589.0,4608.0,4919.0,0.0,0.0,1070.0,1089.0,1000.0,0.0,0.0,0.0,1
70000.0,Male,University,Single,36,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,20857.0,22199.0,23834.0,25353.0,27075.0,28092.0,2000.0,2000.0,2000.0,2000.0,3000.0,830.0,1
280000.0,Male,University,Married,49,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,390.0,390.0,390.0,390.0,390.0,150.0,390.0,390.0,390.0,390.0,150.0,780.0,1
70000.0,Female,Graduate_school,Single,25,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1288.0,0.0,1999.0,0.0,0.0,842.0,0.0,1999.0,0.0,0.0,842.0,0.0,1
220000.0,Female,Graduate_school,Single,28,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,157215.0,161006.0,165222.0,168145.0,169162.0,172041.0,6502.0,8100.0,8200.0,6000.0,6200.0,6200.0,1
80000.0,Male,High_school,Single,40,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,81053.0,79337.0,82698.0,81467.0,49150.0,51303.0,300.0,6200.0,2139.0,0.0,4000.0,0.0,1
260000.0,Female,High_school,Married,36,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,118028.0,113611.0,107853.0,103031.0,98487.0,77783.0,4379.0,3670.0,4000.0,4000.0,3000.0,3000.0,1
80000.0,Female,Graduate_school,Married,29,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,4225.0,20000.0,11556.0,0.0,0.0,0.0,20000.0,11556.0,0.0,0.0,0.0,0.0,1
480000.0,Female,University,Married,45,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1223.0,22308.0,6070.0,5924.0,547.0,1308.0,22313.0,6083.0,5924.0,547.0,1308.0,1480.0,0
80000.0,Male,Graduate_school,Single,27,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,76817.0,74554.0,43727.0,16307.0,1755.0,470.0,3000.0,1400.0,326.0,1755.0,0.0,39080.0,1
50000.0,Female,University,Single,23,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,12630.0,11999.0,12990.0,12793.0,12686.0,12980.0,1211.0,1202.0,452.0,460.0,504.0,394.0,0
430000.0,Male,Graduate_school,Married,69,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,3658.0,1962.0,6591.0,854.0,44275.0,32731.0,1962.0,6591.0,1026.0,50000.0,0.0,3000.0,1
210000.0,Female,Graduate_school,Married,37,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,732.0,873.0,148.0,129.0,292.0,732.0,873.0,148.0,129.0,292.0,0.0,0
250000.0,Male,Graduate_school,Single,27,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,144525.0,183569.0,186020.0,186465.0,113336.0,0.0,43089.0,6959.0,110000.0,0.0,0.0,132818.0,1
50000.0,Male,University,Single,32,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,48536.0,41045.0,41532.0,18646.0,19183.0,19214.0,3030.0,2124.0,646.0,828.0,1097.0,612.0,1
50000.0,Female,University,Married,36,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,46801.0,38296.0,28923.0,29254.0,29313.0,29661.0,2839.0,1438.0,1159.0,1035.0,1196.0,1007.0,1
